Vtype,Vehiclecount,Vehiclemass,EngineKW,Delivery,Retirement,Lengte,Source,Perioden,Waarde,Class,Onderwerp
IRM,177,288.7909605,2090.101695,1994,2019,133.4,https://nl.wikipedia.org/wiki/Dubbeldeksinterregiomaterieel,2002,177,Transit,288790.9605
DDAR,258,48.14341085,-,1992,2004,26.9,https://en.wikipedia.org/wiki/NS_DD-AR,2002,258,Transit,48143.41085
DDM1,75,45.72,-,1985,2019,26.4,https://nl.wikipedia.org/wiki/Dubbeldeksmaterieel,2002,75,Transit,45720
mDDM,50,84,2400,1996,2013,21.4,https://nl.wikipedia.org/wiki/MDDM,2002,50,Transit,84000
ICK,150,40,-,2002,2009,26.4,https://nl.wikipedia.org/wiki/ICK,2002,150,Transit,40000
ICR,43,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2002,43,Transit,41000
GTW,100,50,750,1998,2019,39,https://en.wikipedia.org/wiki/Stadler_GTW,2002,100,Transit,50000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,2002,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,2002,246,Transit,86000
A32,6,39,120,2002,2019,29.7,https://nl.wikipedia.org/wiki/Flexity_Swift_A32,2002,6,Transit,39000
DM90,53,95.2,640,1996,2017,,https://nl.wikipedia.org/wiki/Dieselmaterieel_%2790,2002,53,Transit,95200
BDs,11,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2002,11,Transit,41000
1600serie,37,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),2002,37,Transit,83000
1700serie,81,86,4540,1991,2019,,https://nl.wikipedia.org/wiki/1700_(elektrische_locomotief),2002,81,Transit,86000
DH,50,56.84,340.2,1981,2006,27.8,https://nl.wikipedia.org/wiki/Wadloper_(spoorwegmaterieel),2002,50,Transit,56840
1800serie,21,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),2002,21,Transit,83000
6400serie,120,82,1180,1998,2010,,https://nl.wikipedia.org/wiki/MaK_DE_6400,2002,120,Transit,82000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,2002,42,Transit,136000
Thalys,2,385,8800,1998,2019,200,https://nl.wikipedia.org/wiki/Train_à_Grande_Vitesse,2002,2,Transit,385000
ICM,144,163.5486111,1464.666667,1984,2019,89.8,https://www.railwiki.nl/index.php?title=ICM(m)_(InterCity_Materieel),2003,144,Transit,163548.6111
SM90,9,97,1112,1993,2007,52.3,https://www.railwiki.nl/index.php?title=SM%2790,2003,9,Transit,97000
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,2003,90,Transit,130000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,2003,35,Transit,52000
IRM,177,288.7909605,2090.101695,1994,2019,133.4,https://nl.wikipedia.org/wiki/Dubbeldeksinterregiomaterieel,2003,177,Transit,288790.9605
DDAR,258,48.14341085,-,1992,2004,26.9,https://en.wikipedia.org/wiki/NS_DD-AR,2003,258,Transit,48143.41085
DDM1,75,45.72,-,1985,2019,26.4,https://nl.wikipedia.org/wiki/Dubbeldeksmaterieel,2003,75,Transit,45720
mDDM,50,84,2400,1996,2013,21.4,https://nl.wikipedia.org/wiki/MDDM,2003,50,Transit,84000
ICK,150,40,-,2002,2009,26.4,https://nl.wikipedia.org/wiki/ICK,2003,150,Transit,40000
ICR,43,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2003,43,Transit,41000
GTW,100,50,750,1998,2019,39,https://en.wikipedia.org/wiki/Stadler_GTW,2003,100,Transit,50000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,2003,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,2003,246,Transit,86000
A32,6,39,120,2002,2019,29.7,https://nl.wikipedia.org/wiki/Flexity_Swift_A32,2003,6,Transit,39000
DM90,53,95.2,640,1996,2017,,https://nl.wikipedia.org/wiki/Dieselmaterieel_%2790,2003,53,Transit,95200
BDs,11,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2003,11,Transit,41000
1600serie,37,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),2003,37,Transit,83000
1700serie,81,86,4540,1991,2019,,https://nl.wikipedia.org/wiki/1700_(elektrische_locomotief),2003,81,Transit,86000
DH,50,56.84,340.2,1981,2006,27.8,https://nl.wikipedia.org/wiki/Wadloper_(spoorwegmaterieel),2003,50,Transit,56840
1800serie,21,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),2003,21,Transit,83000
6400serie,120,82,1180,1998,2010,,https://nl.wikipedia.org/wiki/MaK_DE_6400,2003,120,Transit,82000
PlanU,42,136,736,1960,2003,74.4,https://nl.wikipedia.org/wiki/Plan_U,2003,42,Transit,136000
Thalys,2,385,8800,1998,2019,200,https://nl.wikipedia.org/wiki/Train_à_Grande_Vitesse,2003,2,Transit,385000
ICM,144,163.5486111,1464.666667,1984,2019,89.8,https://www.railwiki.nl/index.php?title=ICM(m)_(InterCity_Materieel),2004,144,Transit,163548.6111
SM90,9,97,1112,1993,2007,52.3,https://www.railwiki.nl/index.php?title=SM%2790,2004,9,Transit,97000
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,2004,90,Transit,130000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,2004,35,Transit,52000
IRM,177,288.7909605,2090.101695,1994,2019,133.4,https://nl.wikipedia.org/wiki/Dubbeldeksinterregiomaterieel,2004,177,Transit,288790.9605
DDAR,258,48.14341085,-,1992,2004,26.9,https://en.wikipedia.org/wiki/NS_DD-AR,2004,258,Transit,48143.41085
DDM1,75,45.72,-,1985,2019,26.4,https://nl.wikipedia.org/wiki/Dubbeldeksmaterieel,2004,75,Transit,45720
mDDM,50,84,2400,1996,2013,21.4,https://nl.wikipedia.org/wiki/MDDM,2004,50,Transit,84000
ICK,150,40,-,2002,2009,26.4,https://nl.wikipedia.org/wiki/ICK,2004,150,Transit,40000
ICR,43,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2004,43,Transit,41000
GTW,100,50,750,1998,2019,39,https://en.wikipedia.org/wiki/Stadler_GTW,2004,100,Transit,50000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,2004,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,2004,246,Transit,86000
A32,6,39,120,2002,2019,29.7,https://nl.wikipedia.org/wiki/Flexity_Swift_A32,2004,6,Transit,39000
DM90,53,95.2,640,1996,2017,,https://nl.wikipedia.org/wiki/Dieselmaterieel_%2790,2004,53,Transit,95200
BDs,11,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2004,11,Transit,41000
1600serie,37,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),2004,37,Transit,83000
1700serie,81,86,4540,1991,2019,,https://nl.wikipedia.org/wiki/1700_(elektrische_locomotief),2004,81,Transit,86000
DH,50,56.84,340.2,1981,2006,27.8,https://nl.wikipedia.org/wiki/Wadloper_(spoorwegmaterieel),2004,50,Transit,56840
1800serie,21,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),2004,21,Transit,83000
6400serie,120,82,1180,1998,2010,,https://nl.wikipedia.org/wiki/MaK_DE_6400,2004,120,Transit,82000
Thalys,2,385,8800,1998,2019,200,https://nl.wikipedia.org/wiki/Train_à_Grande_Vitesse,2004,2,Transit,385000
ICM,144,163.5486111,1464.666667,1984,2019,89.8,https://www.railwiki.nl/index.php?title=ICM(m)_(InterCity_Materieel),2005,144,Transit,163548.6111
SM90,9,97,1112,1993,2007,52.3,https://www.railwiki.nl/index.php?title=SM%2790,2005,9,Transit,97000
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,2005,90,Transit,130000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,2005,35,Transit,52000
IRM,177,288.7909605,2090.101695,1994,2019,133.4,https://nl.wikipedia.org/wiki/Dubbeldeksinterregiomaterieel,2005,177,Transit,288790.9605
DDM1,75,45.72,-,1985,2019,26.4,https://nl.wikipedia.org/wiki/Dubbeldeksmaterieel,2005,75,Transit,45720
mDDM,50,84,2400,1996,2013,21.4,https://nl.wikipedia.org/wiki/MDDM,2005,50,Transit,84000
ICK,150,40,-,2002,2009,26.4,https://nl.wikipedia.org/wiki/ICK,2005,150,Transit,40000
ICR,43,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2005,43,Transit,41000
GTW,100,50,750,1998,2019,39,https://en.wikipedia.org/wiki/Stadler_GTW,2005,100,Transit,50000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,2005,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,2005,246,Transit,86000
A32,6,39,120,2002,2019,29.7,https://nl.wikipedia.org/wiki/Flexity_Swift_A32,2005,6,Transit,39000
DM90,53,95.2,640,1996,2017,,https://nl.wikipedia.org/wiki/Dieselmaterieel_%2790,2005,53,Transit,95200
BDs,11,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2005,11,Transit,41000
1600serie,37,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),2005,37,Transit,83000
1700serie,81,86,4540,1991,2019,,https://nl.wikipedia.org/wiki/1700_(elektrische_locomotief),2005,81,Transit,86000
DH,50,56.84,340.2,1981,2006,27.8,https://nl.wikipedia.org/wiki/Wadloper_(spoorwegmaterieel),2005,50,Transit,56840
1800serie,21,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),2005,21,Transit,83000
6400serie,120,82,1180,1998,2010,,https://nl.wikipedia.org/wiki/MaK_DE_6400,2005,120,Transit,82000
Thalys,2,385,8800,1998,2019,200,https://nl.wikipedia.org/wiki/Train_à_Grande_Vitesse,2005,2,Transit,385000
ICM,144,163.5486111,1464.666667,1984,2019,89.8,https://www.railwiki.nl/index.php?title=ICM(m)_(InterCity_Materieel),2006,144,Transit,163548.6111
SM90,9,97,1112,1993,2007,52.3,https://www.railwiki.nl/index.php?title=SM%2790,2006,9,Transit,97000
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,2006,90,Transit,130000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,2006,35,Transit,52000
IRM,177,288.7909605,2090.101695,1994,2019,133.4,https://nl.wikipedia.org/wiki/Dubbeldeksinterregiomaterieel,2006,177,Transit,288790.9605
DDM1,75,45.72,-,1985,2019,26.4,https://nl.wikipedia.org/wiki/Dubbeldeksmaterieel,2006,75,Transit,45720
mDDM,50,84,2400,1996,2013,21.4,https://nl.wikipedia.org/wiki/MDDM,2006,50,Transit,84000
ICK,150,40,-,2002,2009,26.4,https://nl.wikipedia.org/wiki/ICK,2006,150,Transit,40000
ICR,43,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2006,43,Transit,41000
GTW,100,50,750,1998,2019,39,https://en.wikipedia.org/wiki/Stadler_GTW,2006,100,Transit,50000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,2006,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,2006,246,Transit,86000
A32,6,39,120,2002,2019,29.7,https://nl.wikipedia.org/wiki/Flexity_Swift_A32,2006,6,Transit,39000
DM90,53,95.2,640,1996,2017,,https://nl.wikipedia.org/wiki/Dieselmaterieel_%2790,2006,53,Transit,95200
BDs,11,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2006,11,Transit,41000
1600serie,37,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),2006,37,Transit,83000
1700serie,81,86,4540,1991,2019,,https://nl.wikipedia.org/wiki/1700_(elektrische_locomotief),2006,81,Transit,86000
DH,50,56.84,340.2,1981,2006,27.8,https://nl.wikipedia.org/wiki/Wadloper_(spoorwegmaterieel),2006,50,Transit,56840
1800serie,21,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),2006,21,Transit,83000
6400serie,120,82,1180,1998,2010,,https://nl.wikipedia.org/wiki/MaK_DE_6400,2006,120,Transit,82000
Thalys,2,385,8800,1998,2019,200,https://nl.wikipedia.org/wiki/Train_à_Grande_Vitesse,2006,2,Transit,385000
TRAXX,21,84,5600,2006,2019,,https://en.wikipedia.org/wiki/TRAXX#TRAXX_F140_MS,2006,21,Transit,84000
TRAXX,45,84,5600,2006,2019,,https://en.wikipedia.org/wiki/TRAXX#TRAXX_F140_MS,2006,45,Transit,84000
ICM,144,163.5486111,1464.666667,1984,2019,89.8,https://www.railwiki.nl/index.php?title=ICM(m)_(InterCity_Materieel),2007,144,Transit,163548.6111
SM90,9,97,1112,1993,2007,52.3,https://www.railwiki.nl/index.php?title=SM%2790,2007,9,Transit,97000
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,2007,90,Transit,130000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,2007,35,Transit,52000
SLT,131,148.9699248,1458.778626,2007,2019,84.1,https://en.wikipedia.org/wiki/NS_Sprinter_Lighttrain,2007,131,Transit,148969.9248
IRM,177,288.7909605,2090.101695,1994,2019,133.4,https://nl.wikipedia.org/wiki/Dubbeldeksinterregiomaterieel,2007,177,Transit,288790.9605
DDM1,75,45.72,-,1985,2019,26.4,https://nl.wikipedia.org/wiki/Dubbeldeksmaterieel,2007,75,Transit,45720
mDDM,50,84,2400,1996,2013,21.4,https://nl.wikipedia.org/wiki/MDDM,2007,50,Transit,84000
ICK,150,40,-,2002,2009,26.4,https://nl.wikipedia.org/wiki/ICK,2007,150,Transit,40000
ICR,43,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2007,43,Transit,41000
GTW,100,50,750,1998,2019,39,https://en.wikipedia.org/wiki/Stadler_GTW,2007,100,Transit,50000
Protos,5,108,1340,2007,2019,54.5,https://nl.wikipedia.org/wiki/Protos_(treinstel),2007,5,Transit,108000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,2007,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,2007,246,Transit,86000
A32,6,39,120,2002,2019,29.7,https://nl.wikipedia.org/wiki/Flexity_Swift_A32,2007,6,Transit,39000
DM90,53,95.2,640,1996,2017,,https://nl.wikipedia.org/wiki/Dieselmaterieel_%2790,2007,53,Transit,95200
BDs,11,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2007,11,Transit,41000
1600serie,37,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),2007,37,Transit,83000
1700serie,81,86,4540,1991,2019,,https://nl.wikipedia.org/wiki/1700_(elektrische_locomotief),2007,81,Transit,86000
1800serie,21,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),2007,21,Transit,83000
6400serie,120,82,1180,1998,2010,,https://nl.wikipedia.org/wiki/MaK_DE_6400,2007,120,Transit,82000
Thalys,2,385,8800,1998,2019,200,https://nl.wikipedia.org/wiki/Train_à_Grande_Vitesse,2007,2,Transit,385000
TRAXX,21,84,5600,2006,2019,,https://en.wikipedia.org/wiki/TRAXX#TRAXX_F140_MS,2007,21,Transit,84000
TRAXX,45,84,5600,2006,2019,,https://en.wikipedia.org/wiki/TRAXX#TRAXX_F140_MS,2007,45,Transit,84000
ICM,144,163.5486111,1464.666667,1984,2019,89.8,https://www.railwiki.nl/index.php?title=ICM(m)_(InterCity_Materieel),2008,144,Transit,163548.6111
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,2008,90,Transit,130000
mP,35,52,488,1965,2008,26.4,https://nl.wikipedia.org/wiki/Motorpost,2008,35,Transit,52000
SLT,131,148.9699248,1458.778626,2007,2019,84.1,https://en.wikipedia.org/wiki/NS_Sprinter_Lighttrain,2008,131,Transit,148969.9248
IRM,177,288.7909605,2090.101695,1994,2019,133.4,https://nl.wikipedia.org/wiki/Dubbeldeksinterregiomaterieel,2008,177,Transit,288790.9605
DDM1,75,45.72,-,1985,2019,26.4,https://nl.wikipedia.org/wiki/Dubbeldeksmaterieel,2008,75,Transit,45720
mDDM,50,84,2400,1996,2013,21.4,https://nl.wikipedia.org/wiki/MDDM,2008,50,Transit,84000
ICK,150,40,-,2002,2009,26.4,https://nl.wikipedia.org/wiki/ICK,2008,150,Transit,40000
ICR,43,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2008,43,Transit,41000
GTW,100,50,750,1998,2019,39,https://en.wikipedia.org/wiki/Stadler_GTW,2008,100,Transit,50000
Protos,5,108,1340,2007,2019,54.5,https://nl.wikipedia.org/wiki/Protos_(treinstel),2008,5,Transit,108000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,2008,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,2008,246,Transit,86000
A32,6,39,120,2002,2019,29.7,https://nl.wikipedia.org/wiki/Flexity_Swift_A32,2008,6,Transit,39000
DM90,53,95.2,640,1996,2017,,https://nl.wikipedia.org/wiki/Dieselmaterieel_%2790,2008,53,Transit,95200
BDs,11,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2008,11,Transit,41000
1600serie,37,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),2008,37,Transit,83000
1700serie,81,86,4540,1991,2019,,https://nl.wikipedia.org/wiki/1700_(elektrische_locomotief),2008,81,Transit,86000
1800serie,21,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),2008,21,Transit,83000
6400serie,120,82,1180,1998,2010,,https://nl.wikipedia.org/wiki/MaK_DE_6400,2008,120,Transit,82000
Thalys,2,385,8800,1998,2019,200,https://nl.wikipedia.org/wiki/Train_à_Grande_Vitesse,2008,2,Transit,385000
TRAXX,21,84,5600,2006,2019,,https://en.wikipedia.org/wiki/TRAXX#TRAXX_F140_MS,2008,21,Transit,84000
TRAXX,45,84,5600,2006,2019,,https://en.wikipedia.org/wiki/TRAXX#TRAXX_F140_MS,2008,45,Transit,84000
ICM,144,163.5486111,1464.666667,1984,2019,89.8,https://www.railwiki.nl/index.php?title=ICM(m)_(InterCity_Materieel),2009,144,Transit,163548.6111
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,2009,90,Transit,130000
SLT,131,148.9699248,1458.778626,2007,2019,84.1,https://en.wikipedia.org/wiki/NS_Sprinter_Lighttrain,2009,131,Transit,148969.9248
IRM,177,288.7909605,2090.101695,1994,2019,133.4,https://nl.wikipedia.org/wiki/Dubbeldeksinterregiomaterieel,2009,177,Transit,288790.9605
DDM1,75,45.72,-,1985,2019,26.4,https://nl.wikipedia.org/wiki/Dubbeldeksmaterieel,2009,75,Transit,45720
mDDM,50,84,2400,1996,2013,21.4,https://nl.wikipedia.org/wiki/MDDM,2009,50,Transit,84000
ICK,150,40,-,2002,2009,26.4,https://nl.wikipedia.org/wiki/ICK,2009,150,Transit,40000
ICR,43,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2009,43,Transit,41000
GTW,100,50,750,1998,2019,39,https://en.wikipedia.org/wiki/Stadler_GTW,2009,100,Transit,50000
Protos,5,108,1340,2007,2019,54.5,https://nl.wikipedia.org/wiki/Protos_(treinstel),2009,5,Transit,108000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,2009,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,2009,246,Transit,86000
A32,6,39,120,2002,2019,29.7,https://nl.wikipedia.org/wiki/Flexity_Swift_A32,2009,6,Transit,39000
DM90,53,95.2,640,1996,2017,,https://nl.wikipedia.org/wiki/Dieselmaterieel_%2790,2009,53,Transit,95200
BDs,11,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2009,11,Transit,41000
1600serie,37,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),2009,37,Transit,83000
1700serie,81,86,4540,1991,2019,,https://nl.wikipedia.org/wiki/1700_(elektrische_locomotief),2009,81,Transit,86000
1800serie,21,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),2009,21,Transit,83000
6400serie,120,82,1180,1998,2010,,https://nl.wikipedia.org/wiki/MaK_DE_6400,2009,120,Transit,82000
DDZ,50,350,2340,2009,2019,122.6,https://nl.wikipedia.org/wiki/Dubbeldekker_Zonering,2009,50,Transit,350000
Thalys,2,385,8800,1998,2019,200,https://nl.wikipedia.org/wiki/Train_à_Grande_Vitesse,2009,2,Transit,385000
TRAXX,21,84,5600,2006,2019,,https://en.wikipedia.org/wiki/TRAXX#TRAXX_F140_MS,2009,21,Transit,84000
TRAXX,45,84,5600,2006,2019,,https://en.wikipedia.org/wiki/TRAXX#TRAXX_F140_MS,2009,45,Transit,84000
ICM,144,163.5486111,1464.666667,1984,2019,89.8,https://www.railwiki.nl/index.php?title=ICM(m)_(InterCity_Materieel),2010,144,Transit,163548.6111
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,2010,90,Transit,130000
SLT,131,148.9699248,1458.778626,2007,2019,84.1,https://en.wikipedia.org/wiki/NS_Sprinter_Lighttrain,2010,131,Transit,148969.9248
IRM,177,288.7909605,2090.101695,1994,2019,133.4,https://nl.wikipedia.org/wiki/Dubbeldeksinterregiomaterieel,2010,177,Transit,288790.9605
DDM1,75,45.72,-,1985,2019,26.4,https://nl.wikipedia.org/wiki/Dubbeldeksmaterieel,2010,75,Transit,45720
mDDM,50,84,2400,1996,2013,21.4,https://nl.wikipedia.org/wiki/MDDM,2010,50,Transit,84000
ICR,43,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2010,43,Transit,41000
GTW,100,50,750,1998,2019,39,https://en.wikipedia.org/wiki/Stadler_GTW,2010,100,Transit,50000
Protos,5,108,1340,2007,2019,54.5,https://nl.wikipedia.org/wiki/Protos_(treinstel),2010,5,Transit,108000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,2010,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,2010,246,Transit,86000
A32,6,39,120,2002,2019,29.7,https://nl.wikipedia.org/wiki/Flexity_Swift_A32,2010,6,Transit,39000
DM90,53,95.2,640,1996,2017,,https://nl.wikipedia.org/wiki/Dieselmaterieel_%2790,2010,53,Transit,95200
BDs,11,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2010,11,Transit,41000
1600serie,37,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),2010,37,Transit,83000
1700serie,81,86,4540,1991,2019,,https://nl.wikipedia.org/wiki/1700_(elektrische_locomotief),2010,81,Transit,86000
1800serie,21,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),2010,21,Transit,83000
6400serie,120,82,1180,1998,2010,,https://nl.wikipedia.org/wiki/MaK_DE_6400,2010,120,Transit,82000
DDZ,50,350,2340,2009,2019,122.6,https://nl.wikipedia.org/wiki/Dubbeldekker_Zonering,2010,50,Transit,350000
Thalys,2,385,8800,1998,2019,200,https://nl.wikipedia.org/wiki/Train_à_Grande_Vitesse,2010,2,Transit,385000
TRAXX,21,84,5600,2006,2019,,https://en.wikipedia.org/wiki/TRAXX#TRAXX_F140_MS,2010,21,Transit,84000
TRAXX,45,84,5600,2006,2019,,https://en.wikipedia.org/wiki/TRAXX#TRAXX_F140_MS,2010,45,Transit,84000
ICM,144,163.5486111,1464.666667,1984,2019,89.8,https://www.railwiki.nl/index.php?title=ICM(m)_(InterCity_Materieel),2011,144,Transit,163548.6111
SGM,90,130,1280,1975,2019,69.9,https://www.railwiki.nl/index.php?title=SGM_-_Treinstellen_type_SGM,2011,90,Transit,130000
SLT,131,148.9699248,1458.778626,2007,2019,84.1,https://en.wikipedia.org/wiki/NS_Sprinter_Lighttrain,2011,131,Transit,148969.9248
IRM,177,288.7909605,2090.101695,1994,2019,133.4,https://nl.wikipedia.org/wiki/Dubbeldeksinterregiomaterieel,2011,177,Transit,288790.9605
DDM1,75,45.72,-,1985,2019,26.4,https://nl.wikipedia.org/wiki/Dubbeldeksmaterieel,2011,75,Transit,45720
mDDM,50,84,2400,1996,2013,21.4,https://nl.wikipedia.org/wiki/MDDM,2011,50,Transit,84000
ICR,43,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2011,43,Transit,41000
GTW,100,50,750,1998,2019,39,https://en.wikipedia.org/wiki/Stadler_GTW,2011,100,Transit,50000
Protos,5,108,1340,2007,2019,54.5,https://nl.wikipedia.org/wiki/Protos_(treinstel),2011,5,Transit,108000
PlanT,31,163,1400,1961,2016,101.9,https://nl.wikipedia.org/wiki/Mat_%2764,2011,31,Transit,163000
PlanV,246,86,508,1966,2016,52.1,https://nl.wikipedia.org/wiki/Mat_%2764,2011,246,Transit,86000
A32,6,39,120,2002,2019,29.7,https://nl.wikipedia.org/wiki/Flexity_Swift_A32,2011,6,Transit,39000
DM90,53,95.2,640,1996,2017,,https://nl.wikipedia.org/wiki/Dieselmaterieel_%2790,2011,53,Transit,95200
BDs,11,41,-,1980,2019,26.4,https://nl.wikipedia.org/wiki/Intercityrijtuig,2011,11,Transit,41000
1600serie,37,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),2011,37,Transit,83000
1700serie,81,86,4540,1991,2019,,https://nl.wikipedia.org/wiki/1700_(elektrische_locomotief),2011,81,Transit,86000
1800serie,21,83,4540,1981,2011,,https://nl.wikipedia.org/wiki/1600/1800_(elektrische_locomotief),2011,21,Transit,83000
DDZ,50,350,2340,2009,2019,122.6,https://nl.wikipedia.org/wiki/Dubbeldekker_Zonering,2011,50,Transit,350000
Thalys,2,385,8800,1998,2019,200,https://nl.wikipedia.org/wiki/Train_à_Grande_Vitesse,2011,2,Transit,385000
TRAXX,21,84,5600,2006,2019,,https://en.wikipedia.org/wiki/TRAXX#TRAXX_F140_MS,2011,21,Transit,84000
TRAXX,45,84,5600,2006,2019,,https://en.wikipedia.org/wiki/TRAXX#TRAXX_F140_MS,2011,45,Transit,84000
